-2,-4.41835266458
-1.9,-8.40752534347
-1.8,-18.41101023625
-1.7,-59.47790298346
-1.6,-1172.30779187408
-1.5,-199.49089186404
-1.4,-34.45172563923
-1.3,-14.00086016799
-1.2,-7.82309160361
-1.1,-5.23871000596
-1.0,-3.96307930737
-0.9,-3.27046898640
-0.8,-2.87127855655
-0.7,-2.63094211698
-0.6,-2.47959075782
-0.5,-2.37767349344
-0.4,-2.30115045788
-0.3,-2.23447119295
-0.2,-2.16696607917
-0.1,-2.09084677485
0.0,2147483647
0.1,0.91247108788
0.2,1.29129679478
0.3,1.71821042510
0.4,2.25207376061
0.5,2.97272680501
0.6,4.03012886446
0.7,5.76875300884
0.8,9.21791914954
0.9,19.51959087477
1.0,2147483647
1.1,-21.57772885569
1.2,-11.28105857414
1.3,-7.84054639125
1.4,-6.11477497574
1.5,-5.07536161959
1.6,-4.37944856233
1.7,-3.88005415411
1.8,-3.50365791557
1.9,-3.20939387215
2.0,-2.97272787562
